arquivo,cluster
data/C50/C50train\copper\6.txt,4
data/C50/C50train\copper\60.txt,4
data/C50/C50train\copper\61.txt,4
data/C50/C50train\copper\7.txt,4
data/C50/C50train\copper\8.txt,4
data/C50/C50train\copper\9.txt,4
data/C50/C50train\copra-cake\1.txt,8
data/C50/C50train\corn\1.txt,4
data/C50/C50train\corn\10.txt,8
data/C50/C50train\corn\100.txt,6
data/C50/C50train\corn\101.txt,8
data/C50/C50train\corn\102.txt,8
data/C50/C50train\corn\103.txt,3
data/C50/C50train\corn\104.txt,3
data/C50/C50train\corn\105.txt,8
data/C50/C50train\corn\106.txt,2
data/C50/C50train\corn\107.txt,3
data/C50/C50train\corn\108.txt,3
data/C50/C50train\corn\109.txt,8
data/C50/C50train\corn\11.txt,8
data/C50/C50train\corn\110.txt,3
data/C50/C50train\corn\111.txt,8
data/C50/C50train\corn\112.txt,3
data/C50/C50train\corn\113.txt,8
data/C50/C50train\corn\114.txt,2
data/C50/C50train\corn\115.txt,8
data/C50/C50train\corn\116.txt,8
data/C50/C50train\corn\117.txt,8
data/C50/C50train\corn\118.txt,4
data/C50/C50train\corn\119.txt,8
data/C50/C50train\corn\12.txt,8
data/C50/C50train\corn\120.txt,8
data/C50/C50train\corn\121.txt,4
data/C50/C50train\corn\122.txt,8
data/C50/C50train\corn\123.txt,2
data/C50/C50train\corn\124.txt,8
data/C50/C50train\corn\125.txt,8
data/C50/C50train\corn\126.txt,8
data/C50/C50train\corn\127.txt,8
data/C50/C50train\corn\128.txt,8
data/C50/C50train\corn\129.txt,1
data/C50/C50train\corn\13.txt,8
data/C50/C50train\corn\130.txt,8
data/C50/C50train\corn\131.txt,3
data/C50/C50train\corn\132.txt,8
data/C50/C50train\corn\133.txt,8
data/C50/C50train\corn\134.txt,3
data/C50/C50train\corn\135.txt,4
data/C50/C50train\corn\136.txt,4
data/C50/C50train\corn\137.txt,1
data/C50/C50train\corn\138.txt,8
data/C50/C50train\corn\139.txt,8
data/C50/C50train\corn\14.txt,3
data/C50/C50train\corn\140.txt,1
data/C50/C50train\corn\141.txt,8
data/C50/C50train\corn\142.txt,2
data/C50/C50train\corn\143.txt,2
data/C50/C50train\corn\144.txt,8
data/C50/C50train\corn\145.txt,8
data/C50/C50train\corn\146.txt,4
data/C50/C50train\corn\147.txt,8
data/C50/C50train\corn\148.txt,8
data/C50/C50train\corn\149.txt,4
data/C50/C50train\corn\15.txt,2
data/C50/C50train\corn\150.txt,8
data/C50/C50train\corn\151.txt,8
data/C50/C50train\corn\152.txt,8
data/C50/C50train\corn\153.txt,8
data/C50/C50train\corn\154.txt,8
data/C50/C50train\corn\155.txt,8
data/C50/C50train\corn\156.txt,6
data/C50/C50train\corn\157.txt,3
data/C50/C50train\corn\158.txt,8
data/C50/C50train\corn\159.txt,8
data/C50/C50train\corn\16.txt,3
data/C50/C50train\corn\160.txt,8
data/C50/C50train\corn\161.txt,3
data/C50/C50train\corn\162.txt,1
data/C50/C50train\corn\163.txt,4
data/C50/C50train\corn\164.txt,4
data/C50/C50train\corn\165.txt,8
data/C50/C50train\corn\166.txt,2
data/C50/C50train\corn\167.txt,8
data/C50/C50train\corn\168.txt,3
data/C50/C50train\corn\169.txt,3
data/C50/C50train\corn\17.txt,3
data/C50/C50train\corn\170.txt,3
data/C50/C50train\corn\171.txt,3
data/C50/C50train\corn\172.txt,8
data/C50/C50train\corn\173.txt,8
data/C50/C50train\corn\174.txt,8
data/C50/C50train\corn\175.txt,2
data/C50/C50train\corn\176.txt,8
data/C50/C50train\corn\177.txt,8
data/C50/C50train\corn\178.txt,8
data/C50/C50train\corn\179.txt,2
data/C50/C50train\corn\18.txt,8
data/C50/C50train\corn\180.txt,3
data/C50/C50train\corn\181.txt,2
data/C50/C50train\corn\182.txt,8
data/C50/C50train\corn\183.txt,8
data/C50/C50train\corn\184.txt,9
data/C50/C50train\corn\185.txt,8
data/C50/C50train\corn\186.txt,8
data/C50/C50train\corn\187.txt,2
data/C50/C50train\corn\188.txt,8
data/C50/C50train\corn\189.txt,3
data/C50/C50train\corn\19.txt,8
data/C50/C50train\corn\190.txt,8
data/C50/C50train\corn\191.txt,8
data/C50/C50train\corn\192.txt,3
data/C50/C50train\corn\193.txt,8
data/C50/C50train\corn\194.txt,3
data/C50/C50train\corn\195.txt,3
data/C50/C50train\corn\196.txt,8
data/C50/C50train\corn\197.txt,8
data/C50/C50train\corn\198.txt,8
data/C50/C50train\corn\199.txt,8
data/C50/C50train\corn\2.txt,8
data/C50/C50train\corn\20.txt,8
data/C50/C50train\corn\200.txt,8
data/C50/C50train\corn\201.txt,2
data/C50/C50train\corn\202.txt,8
data/C50/C50train\corn\203.txt,8
data/C50/C50train\corn\204.txt,8
data/C50/C50train\corn\205.txt,2
data/C50/C50train\corn\206.txt,4
data/C50/C50train\corn\207.txt,3
data/C50/C50train\corn\208.txt,3
data/C50/C50train\corn\21.txt,8
data/C50/C50train\corn\22.txt,3
data/C50/C50train\corn\23.txt,8
data/C50/C50train\corn\24.txt,8
data/C50/C50train\corn\25.txt,8
data/C50/C50train\corn\26.txt,1
data/C50/C50train\corn\27.txt,8
data/C50/C50train\corn\28.txt,8
data/C50/C50train\corn\29.txt,8
data/C50/C50train\corn\3.txt,8
data/C50/C50train\corn\30.txt,8
data/C50/C50train\corn\31.txt,4
data/C50/C50train\corn\32.txt,3
data/C50/C50train\corn\33.txt,4
data/C50/C50train\corn\34.txt,2
data/C50/C50train\corn\35.txt,8
data/C50/C50train\corn\36.txt,2
data/C50/C50train\corn\37.txt,3
data/C50/C50train\corn\38.txt,2
data/C50/C50train\corn\39.txt,8
data/C50/C50train\corn\4.txt,3
data/C50/C50train\corn\40.txt,2
data/C50/C50train\corn\41.txt,4
data/C50/C50train\corn\42.txt,8
data/C50/C50train\corn\43.txt,8
data/C50/C50train\corn\44.txt,8
data/C50/C50train\corn\45.txt,3
data/C50/C50train\corn\46.txt,8
data/C50/C50train\corn\47.txt,8
data/C50/C50train\corn\48.txt,3
data/C50/C50train\corn\49.txt,8
data/C50/C50train\corn\5.txt,8
data/C50/C50train\corn\50.txt,2
data/C50/C50train\corn\51.txt,3
data/C50/C50train\corn\52.txt,4
data/C50/C50train\corn\53.txt,8
data/C50/C50train\corn\54.txt,3
data/C50/C50train\corn\55.txt,2
data/C50/C50train\corn\56.txt,3
data/C50/C50train\corn\57.txt,8
data/C50/C50train\corn\58.txt,8
data/C50/C50train\corn\59.txt,8
data/C50/C50train\corn\6.txt,8
data/C50/C50train\corn\60.txt,2
data/C50/C50train\corn\61.txt,8
data/C50/C50train\corn\62.txt,2
data/C50/C50train\corn\63.txt,8
data/C50/C50train\corn\64.txt,8
data/C50/C50train\corn\65.txt,8
data/C50/C50train\corn\66.txt,8
data/C50/C50train\corn\67.txt,3
data/C50/C50train\corn\68.txt,8
data/C50/C50train\corn\69.txt,3
data/C50/C50train\corn\7.txt,8
data/C50/C50train\corn\70.txt,2
data/C50/C50train\corn\71.txt,8
data/C50/C50train\corn\72.txt,8
data/C50/C50train\corn\73.txt,4
data/C50/C50train\corn\74.txt,8
data/C50/C50train\corn\75.txt,8
data/C50/C50train\corn\76.txt,8
data/C50/C50train\corn\77.txt,3
data/C50/C50train\corn\78.txt,9
data/C50/C50train\corn\79.txt,8
data/C50/C50train\corn\8.txt,8
data/C50/C50train\corn\80.txt,8
data/C50/C50train\corn\81.txt,8
data/C50/C50train\corn\82.txt,8
data/C50/C50train\corn\83.txt,8
data/C50/C50train\corn\84.txt,8
data/C50/C50train\corn\85.txt,2
data/C50/C50train\corn\86.txt,4
data/C50/C50train\corn\87.txt,8
data/C50/C50train\corn\88.txt,3
data/C50/C50train\corn\89.txt,8
data/C50/C50train\corn\9.txt,4
data/C50/C50train\corn\90.txt,3
data/C50/C50train\corn\91.txt,8
data/C50/C50train\corn\92.txt,4
data/C50/C50train\corn\93.txt,3
data/C50/C50train\corn\94.txt,8
data/C50/C50train\corn\95.txt,8
data/C50/C50train\corn\96.txt,8
data/C50/C50train\corn\97.txt,4
data/C50/C50train\corn\98.txt,8
data/C50/C50train\corn\99.txt,3
data/C50/C50train\corn-oil\1.txt,4
data/C50/C50train\cornglutenfeed\1.txt,8
data/C50/C50train\cotton\1.txt,4
data/C50/C50train\cotton\10.txt,2
data/C50/C50train\cotton\11.txt,4
data/C50/C50train\cotton\12.txt,6
data/C50/C50train\cotton\13.txt,8
data/C50/C50train\cotton\14.txt,8
data/C50/C50train\cotton\15.txt,8
data/C50/C50train\cotton\16.txt,8
data/C50/C50train\cotton\17.txt,4
data/C50/C50train\cotton\18.txt,8
data/C50/C50train\cotton\19.txt,8
data/C50/C50train\cotton\2.txt,4
data/C50/C50train\cotton\20.txt,8
data/C50/C50train\cotton\21.txt,4
data/C50/C50train\cotton\22.txt,8
data/C50/C50train\cotton\23.txt,4
data/C50/C50train\cotton\24.txt,4
data/C50/C50train\cotton\25.txt,4
data/C50/C50train\cotton\26.txt,8
data/C50/C50train\cotton\27.txt,1
data/C50/C50train\cotton\28.txt,8
data/C50/C50train\cotton\29.txt,8
data/C50/C50train\cotton\3.txt,8
data/C50/C50train\cotton\30.txt,8
data/C50/C50train\cotton\31.txt,8
data/C50/C50train\cotton\32.txt,8
data/C50/C50train\cotton\33.txt,1
data/C50/C50train\cotton\34.txt,8
data/C50/C50train\cotton\35.txt,8
data/C50/C50train\cotton\36.txt,8
data/C50/C50train\cotton\37.txt,4
data/C50/C50train\cotton\38.txt,4
data/C50/C50train\cotton\39.txt,8
data/C50/C50train\cotton\4.txt,8
data/C50/C50train\cotton\40.txt,1
data/C50/C50train\cotton\41.txt,8
data/C50/C50train\cotton\42.txt,4
data/C50/C50train\cotton\43.txt,8
data/C50/C50train\cotton\44.txt,8
data/C50/C50train\cotton\45.txt,4
data/C50/C50train\cotton\46.txt,8
data/C50/C50train\cotton\47.txt,8
data/C50/C50train\cotton\48.txt,4
data/C50/C50train\cotton\49.txt,8
data/C50/C50train\cotton\5.txt,4
data/C50/C50train\cotton\50.txt,8
data/C50/C50train\cotton\51.txt,4
data/C50/C50train\cotton\52.txt,8
data/C50/C50train\cotton\53.txt,8
data/C50/C50train\cotton\6.txt,8
data/C50/C50train\cotton\7.txt,8
data/C50/C50train\cotton\8.txt,8
data/C50/C50train\cotton\9.txt,8
data/C50/C50train\cotton-oil\1.txt,8
data/C50/C50train\cotton-oil\2.txt,8
data/C50/C50train\cotton-oil\3.txt,4
data/C50/C50train\cpi\1.txt,9
data/C50/C50train\cpi\10.txt,4
data/C50/C50train\cpi\11.txt,9
data/C50/C50train\cpi\12.txt,9
data/C50/C50train\cpi\13.txt,9
data/C50/C50train\cpi\14.txt,9
data/C50/C50train\cpi\15.txt,9
data/C50/C50train\cpi\16.txt,2
data/C50/C50train\cpi\17.txt,9
data/C50/C50train\cpi\18.txt,9
data/C50/C50train\cpi\19.txt,4
data/C50/C50train\cpi\2.txt,4
data/C50/C50train\cpi\20.txt,1
data/C50/C50train\cpi\21.txt,4
data/C50/C50train\cpi\22.txt,9
data/C50/C50train\cpi\23.txt,9
data/C50/C50train\cpi\24.txt,9
data/C50/C50train\cpi\25.txt,9
data/C50/C50train\cpi\26.txt,9
data/C50/C50train\cpi\27.txt,9
data/C50/C50train\cpi\28.txt,9
data/C50/C50train\cpi\29.txt,9
data/C50/C50train\cpi\3.txt,9
data/C50/C50train\cpi\30.txt,9
data/C50/C50train\cpi\31.txt,9
data/C50/C50train\cpi\32.txt,9
data/C50/C50train\cpi\33.txt,9
data/C50/C50train\cpi\34.txt,9
data/C50/C50train\cpi\35.txt,9
data/C50/C50train\cpi\36.txt,9
data/C50/C50train\cpi\37.txt,9
data/C50/C50train\cpi\38.txt,9
data/C50/C50train\cpi\39.txt,9
data/C50/C50train\cpi\4.txt,9
data/C50/C50train\cpi\40.txt,2
data/C50/C50train\cpi\41.txt,2
data/C50/C50train\cpi\42.txt,9
data/C50/C50train\cpi\43.txt,9
data/C50/C50train\cpi\44.txt,9
data/C50/C50train\cpi\45.txt,9
data/C50/C50train\cpi\46.txt,9
data/C50/C50train\cpi\47.txt,9
data/C50/C50train\cpi\48.txt,9
data/C50/C50train\cpi\49.txt,9
data/C50/C50train\cpi\5.txt,2
data/C50/C50train\cpi\50.txt,1
data/C50/C50train\cpi\51.txt,9
data/C50/C50train\cpi\52.txt,9
data/C50/C50train\cpi\53.txt,9
data/C50/C50train\cpi\54.txt,9
data/C50/C50train\cpi\55.txt,9
data/C50/C50train\cpi\56.txt,9
data/C50/C50train\cpi\57.txt,9
data/C50/C50train\cpi\58.txt,9
data/C50/C50train\cpi\59.txt,9
data/C50/C50train\cpi\6.txt,9
data/C50/C50train\cpi\60.txt,9
data/C50/C50train\cpi\61.txt,9
data/C50/C50train\cpi\62.txt,2
data/C50/C50train\cpi\63.txt,9
data/C50/C50train\cpi\64.txt,9
data/C50/C50train\cpi\65.txt,9
data/C50/C50train\cpi\66.txt,9
data/C50/C50train\cpi\67.txt,9
data/C50/C50train\cpi\68.txt,9
data/C50/C50train\cpi\69.txt,9
data/C50/C50train\cpi\7.txt,9
data/C50/C50train\cpi\70.txt,9
data/C50/C50train\cpi\71.txt,9
data/C50/C50train\cpi\72.txt,9
data/C50/C50train\cpi\73.txt,9
data/C50/C50train\cpi\74.txt,9
data/C50/C50train\cpi\75.txt,9
data/C50/C50train\cpi\76.txt,9
data/C50/C50train\cpi\77.txt,9
data/C50/C50train\cpi\78.txt,9
data/C50/C50train\cpi\79.txt,4
data/C50/C50train\cpi\8.txt,9
data/C50/C50train\cpi\80.txt,4
data/C50/C50train\cpi\81.txt,9
data/C50/C50train\cpi\82.txt,9
data/C50/C50train\cpi\83.txt,4
data/C50/C50train\cpi\84.txt,9
data/C50/C50train\cpi\85.txt,9
data/C50/C50train\cpi\86.txt,9
data/C50/C50train\cpi\9.txt,9
data/C50/C50train\cpu\1.txt,9
data/C50/C50train\cpu\2.txt,2
data/C50/C50train\cpu\3.txt,2
data/C50/C50train\cpu\4.txt,9
data/C50/C50train\crude\1.txt,4
data/C50/C50train\crude\10.txt,4
data/C50/C50train\crude\100.txt,9
data/C50/C50train\crude\101.txt,4
data/C50/C50train\crude\102.txt,4
data/C50/C50train\crude\103.txt,4
data/C50/C50train\crude\104.txt,4
data/C50/C50train\crude\105.txt,2
data/C50/C50train\crude\106.txt,4
data/C50/C50train\crude\107.txt,4
data/C50/C50train\crude\108.txt,4
data/C50/C50train\crude\109.txt,4
data/C50/C50train\crude\11.txt,4
data/C50/C50train\crude\110.txt,4
data/C50/C50train\crude\111.txt,4
data/C50/C50train\crude\112.txt,4
data/C50/C50train\crude\113.txt,4
data/C50/C50train\crude\114.txt,4
data/C50/C50train\crude\115.txt,4
data/C50/C50train\crude\116.txt,4
data/C50/C50train\crude\117.txt,4
data/C50/C50train\crude\118.txt,4
data/C50/C50train\crude\119.txt,2
data/C50/C50train\crude\12.txt,4
data/C50/C50train\crude\120.txt,4
data/C50/C50train\crude\121.txt,4
data/C50/C50train\crude\122.txt,4
data/C50/C50train\crude\123.txt,4
data/C50/C50train\crude\124.txt,6
data/C50/C50train\crude\125.txt,4
data/C50/C50train\crude\126.txt,4
data/C50/C50train\crude\127.txt,4
data/C50/C50train\crude\128.txt,4
data/C50/C50train\crude\129.txt,4
data/C50/C50train\crude\13.txt,4
data/C50/C50train\crude\130.txt,4
data/C50/C50train\crude\131.txt,6
data/C50/C50train\crude\132.txt,4
data/C50/C50train\crude\133.txt,4
data/C50/C50train\crude\134.txt,4
data/C50/C50train\crude\135.txt,4
data/C50/C50train\crude\136.txt,4
data/C50/C50train\crude\137.txt,2
data/C50/C50train\crude\138.txt,4
data/C50/C50train\crude\139.txt,4
data/C50/C50train\crude\14.txt,4
data/C50/C50train\crude\140.txt,2
data/C50/C50train\crude\141.txt,4
data/C50/C50train\crude\142.txt,4
data/C50/C50train\crude\143.txt,4
data/C50/C50train\crude\144.txt,4
data/C50/C50train\crude\145.txt,6
data/C50/C50train\crude\146.txt,4
data/C50/C50train\crude\147.txt,2
data/C50/C50train\crude\148.txt,6
data/C50/C50train\crude\149.txt,4
data/C50/C50train\crude\15.txt,4
data/C50/C50train\crude\150.txt,1
data/C50/C50train\crude\151.txt,2
data/C50/C50train\crude\152.txt,4
data/C50/C50train\crude\153.txt,4
data/C50/C50train\crude\154.txt,4
data/C50/C50train\crude\155.txt,4
data/C50/C50train\crude\156.txt,6
data/C50/C50train\crude\157.txt,4
data/C50/C50train\crude\158.txt,4
data/C50/C50train\crude\159.txt,4
data/C50/C50train\crude\16.txt,6
data/C50/C50train\crude\160.txt,6
data/C50/C50train\crude\161.txt,4
data/C50/C50train\crude\162.txt,6
data/C50/C50train\crude\163.txt,6
data/C50/C50train\crude\164.txt,4
data/C50/C50train\crude\165.txt,2
data/C50/C50train\crude\166.txt,4
data/C50/C50train\crude\167.txt,4
data/C50/C50train\crude\168.txt,4
data/C50/C50train\crude\169.txt,4
data/C50/C50train\crude\17.txt,4
data/C50/C50train\crude\170.txt,4
data/C50/C50train\crude\171.txt,4
data/C50/C50train\crude\172.txt,4
data/C50/C50train\crude\173.txt,6
data/C50/C50train\crude\174.txt,4
data/C50/C50train\crude\175.txt,4
data/C50/C50train\crude\176.txt,6
data/C50/C50train\crude\177.txt,4
data/C50/C50train\crude\178.txt,4
data/C50/C50train\crude\179.txt,4
data/C50/C50train\crude\18.txt,4
data/C50/C50train\crude\180.txt,2
data/C50/C50train\crude\181.txt,4
data/C50/C50train\crude\182.txt,6
data/C50/C50train\crude\183.txt,4
data/C50/C50train\crude\184.txt,4
data/C50/C50train\crude\185.txt,4
data/C50/C50train\crude\186.txt,4
data/C50/C50train\crude\187.txt,4
data/C50/C50train\crude\188.txt,2
data/C50/C50train\crude\189.txt,4
data/C50/C50train\crude\19.txt,4
data/C50/C50train\crude\190.txt,4
data/C50/C50train\crude\191.txt,4
data/C50/C50train\crude\192.txt,2
data/C50/C50train\crude\193.txt,4
data/C50/C50train\crude\194.txt,4
data/C50/C50train\crude\195.txt,2
data/C50/C50train\crude\196.txt,4
data/C50/C50train\crude\197.txt,4
data/C50/C50train\crude\198.txt,4
data/C50/C50train\crude\199.txt,4
data/C50/C50train\crude\2.txt,4
data/C50/C50train\crude\20.txt,4
data/C50/C50train\crude\200.txt,6
data/C50/C50train\crude\201.txt,2
data/C50/C50train\crude\202.txt,4
data/C50/C50train\crude\203.txt,4
data/C50/C50train\crude\204.txt,4
data/C50/C50train\crude\205.txt,2
data/C50/C50train\crude\206.txt,4
data/C50/C50train\crude\207.txt,4
data/C50/C50train\crude\208.txt,4
data/C50/C50train\crude\209.txt,4
data/C50/C50train\crude\21.txt,4
data/C50/C50train\crude\210.txt,4
data/C50/C50train\crude\211.txt,4
data/C50/C50train\crude\212.txt,4
data/C50/C50train\crude\213.txt,4
data/C50/C50train\crude\214.txt,4
data/C50/C50train\crude\215.txt,1
data/C50/C50train\crude\216.txt,4
data/C50/C50train\crude\217.txt,6
data/C50/C50train\crude\218.txt,4
data/C50/C50train\crude\219.txt,4
data/C50/C50train\crude\22.txt,6
data/C50/C50train\crude\220.txt,6
data/C50/C50train\crude\221.txt,4
data/C50/C50train\crude\222.txt,4
data/C50/C50train\crude\223.txt,6
data/C50/C50train\crude\224.txt,9
data/C50/C50train\crude\225.txt,4
data/C50/C50train\crude\226.txt,6
data/C50/C50train\crude\227.txt,4
data/C50/C50train\crude\228.txt,4
data/C50/C50train\crude\229.txt,4
data/C50/C50train\crude\23.txt,4
data/C50/C50train\crude\230.txt,4
data/C50/C50train\crude\231.txt,4
data/C50/C50train\crude\232.txt,4
data/C50/C50train\crude\233.txt,4
data/C50/C50train\crude\234.txt,2
data/C50/C50train\crude\235.txt,4
data/C50/C50train\crude\236.txt,4
data/C50/C50train\crude\237.txt,4
data/C50/C50train\crude\238.txt,4
data/C50/C50train\crude\239.txt,4
data/C50/C50train\crude\24.txt,4
data/C50/C50train\crude\240.txt,4
data/C50/C50train\crude\241.txt,3
data/C50/C50train\crude\242.txt,4
data/C50/C50train\crude\243.txt,4
data/C50/C50train\crude\244.txt,4
data/C50/C50train\crude\245.txt,4
data/C50/C50train\crude\246.txt,4
data/C50/C50train\crude\247.txt,9
data/C50/C50train\crude\248.txt,4
data/C50/C50train\crude\249.txt,1
data/C50/C50train\crude\25.txt,2
data/C50/C50train\crude\250.txt,4
data/C50/C50train\crude\251.txt,4
data/C50/C50train\crude\252.txt,4
data/C50/C50train\crude\253.txt,4
data/C50/C50train\crude\254.txt,2
data/C50/C50train\crude\255.txt,4
data/C50/C50train\crude\256.txt,4
data/C50/C50train\crude\257.txt,4
data/C50/C50train\crude\258.txt,4
data/C50/C50train\crude\259.txt,2
data/C50/C50train\crude\26.txt,1
data/C50/C50train\crude\260.txt,4
data/C50/C50train\crude\261.txt,4
data/C50/C50train\crude\262.txt,4
data/C50/C50train\crude\263.txt,4
data/C50/C50train\crude\264.txt,4
data/C50/C50train\crude\265.txt,4
data/C50/C50train\crude\266.txt,4
data/C50/C50train\crude\267.txt,4
data/C50/C50train\crude\268.txt,2
data/C50/C50train\crude\269.txt,1
data/C50/C50train\crude\27.txt,2
data/C50/C50train\crude\270.txt,9
data/C50/C50train\crude\271.txt,4
data/C50/C50train\crude\272.txt,4
data/C50/C50train\crude\273.txt,4
data/C50/C50train\crude\274.txt,4
data/C50/C50train\crude\275.txt,4
data/C50/C50train\crude\276.txt,4
data/C50/C50train\crude\277.txt,4
data/C50/C50train\crude\278.txt,4
data/C50/C50train\crude\279.txt,6
data/C50/C50train\crude\28.txt,4
data/C50/C50train\crude\280.txt,4
data/C50/C50train\crude\281.txt,4
data/C50/C50train\crude\282.txt,4
data/C50/C50train\crude\283.txt,4
data/C50/C50train\crude\284.txt,4
data/C50/C50train\crude\285.txt,4
data/C50/C50train\crude\286.txt,6
data/C50/C50train\crude\287.txt,4
data/C50/C50train\crude\288.txt,4
data/C50/C50train\crude\289.txt,4
data/C50/C50train\crude\29.txt,4
data/C50/C50train\crude\290.txt,4
data/C50/C50train\crude\291.txt,1
data/C50/C50train\crude\292.txt,4
data/C50/C50train\crude\293.txt,2
data/C50/C50train\crude\294.txt,6
data/C50/C50train\crude\295.txt,4
data/C50/C50train\crude\296.txt,4
data/C50/C50train\crude\297.txt,4
data/C50/C50train\crude\298.txt,4
data/C50/C50train\crude\299.txt,4
data/C50/C50train\crude\3.txt,9
data/C50/C50train\crude\30.txt,4
data/C50/C50train\crude\300.txt,3
data/C50/C50train\crude\301.txt,9
data/C50/C50train\crude\302.txt,4
data/C50/C50train\crude\303.txt,4
data/C50/C50train\crude\304.txt,4
data/C50/C50train\crude\305.txt,4
data/C50/C50train\crude\306.txt,2
data/C50/C50train\crude\307.txt,4
data/C50/C50train\crude\308.txt,4
data/C50/C50train\crude\309.txt,4
data/C50/C50train\crude\31.txt,4
data/C50/C50train\crude\310.txt,4
data/C50/C50train\crude\311.txt,6
data/C50/C50train\crude\312.txt,4
data/C50/C50train\crude\313.txt,6
data/C50/C50train\crude\314.txt,4
data/C50/C50train\crude\315.txt,4
data/C50/C50train\crude\316.txt,4
data/C50/C50train\crude\317.txt,4
data/C50/C50train\crude\318.txt,2
data/C50/C50train\crude\319.txt,4
data/C50/C50train\crude\32.txt,4
data/C50/C50train\crude\320.txt,4
data/C50/C50train\crude\321.txt,4
data/C50/C50train\crude\322.txt,4
data/C50/C50train\crude\323.txt,2
data/C50/C50train\crude\324.txt,4
data/C50/C50train\crude\325.txt,2
data/C50/C50train\crude\326.txt,4
data/C50/C50train\crude\327.txt,4
data/C50/C50train\crude\328.txt,4
data/C50/C50train\crude\329.txt,4
data/C50/C50train\crude\33.txt,6
data/C50/C50train\crude\330.txt,4
data/C50/C50train\crude\331.txt,6
data/C50/C50train\crude\332.txt,4
data/C50/C50train\crude\333.txt,4
data/C50/C50train\crude\334.txt,4
data/C50/C50train\crude\335.txt,2
data/C50/C50train\crude\336.txt,6
data/C50/C50train\crude\337.txt,4
data/C50/C50train\crude\338.txt,4
data/C50/C50train\crude\339.txt,4
data/C50/C50train\crude\34.txt,4
data/C50/C50train\crude\340.txt,4
data/C50/C50train\crude\341.txt,4
data/C50/C50train\crude\342.txt,4
data/C50/C50train\crude\343.txt,6
data/C50/C50train\crude\344.txt,4
data/C50/C50train\crude\345.txt,6
data/C50/C50train\crude\346.txt,4
data/C50/C50train\crude\347.txt,4
data/C50/C50train\crude\348.txt,4
data/C50/C50train\crude\349.txt,0
data/C50/C50train\crude\35.txt,4
data/C50/C50train\crude\350.txt,4
data/C50/C50train\crude\351.txt,6
data/C50/C50train\crude\352.txt,4
data/C50/C50train\crude\353.txt,4
data/C50/C50train\crude\354.txt,4
data/C50/C50train\crude\355.txt,4
data/C50/C50train\crude\356.txt,4
